wine_id,region,country,region_label,grape,price,vintage_quality,winemaking_score,region_prestige,region_terroir,scarcity,oak_months,residual_sugar,alcohol,true_quality,blind_rating_expert,blind_rating_novice,blind_rating,sighted_rating,overpriced,value_wine,placebo_effect
WIN005219,Burgundy,France,Borgonha,tempranillo,89.96,2.86,5.08,9.0,8.0,10.0,15,2.2,13.8,81.5,84.6,80.1,82.4,84.8,0,0,2.4
WIN005220,generic_new_world,,Outras (novo mundo),malbec,24.33,5.41,5.03,3.0,5.0,8.54,13,2.6,13.5,78.0,77.2,81.5,79.4,79.7,0,0,0.3
WIN005221,Napa,United States,Napa Valley,malbec,39.17,5.99,7.04,8.0,7.0,9.21,6,2.9,12.8,85.4,80.1,85.6,82.8,86.1,0,0,3.3
WIN005222,Bordeaux,France,Bordeaux,pinot_noir,61.22,5.28,4.22,9.0,7.0,7.97,15,0.7,13.4,90.3,90.2,81.5,85.8,89.0,0,0,3.2
WIN005223,generic_new_world,,Outras (novo mundo),shiraz,26.85,3.27,6.15,3.0,5.0,3.41,2,0.6,15.1,79.3,79.7,82.5,81.1,82.8,0,0,1.7
WIN005224,Rioja,Spain,Rioja,shiraz,39.68,3.82,4.79,6.0,6.0,7.45,9,12.2,16.5,79.7,81.5,83.1,82.3,83.3,0,0,1.0
WIN005225,generic_new_world,,Outras (novo mundo),shiraz,17.16,2.73,5.88,3.0,5.0,4.06,22,3.0,11.3,80.2,81.7,81.8,81.8,83.7,0,0,1.9
WIN005226,Napa,United States,Napa Valley,malbec,36.38,4.1,6.76,8.0,7.0,7.7,4,5.0,13.9,82.0,85.4,85.0,85.2,86.6,0,0,1.4
WIN005227,Bordeaux,France,Bordeaux,cab_sauv,93.54,4.46,2.48,9.0,7.0,7.48,7,6.2,14.6,77.9,77.1,75.8,76.4,80.6,1,0,4.2
WIN005228,generic_new_world,,Outras (novo mundo),cab_sauv,8.57,4.03,6.53,3.0,5.0,2.17,12,5.9,14.8,78.4,80.7,88.5,84.6,78.8,0,1,-5.8
WIN005229,Mendoza,Argentina,Mendoza,sangiovese,50.55,5.81,5.28,5.0,6.0,4.49,3,1.5,12.5,79.3,75.0,75.8,75.4,79.0,1,0,3.6
WIN005230,Burgundy,France,Borgonha,malbec,26.26,4.1,1.42,9.0,8.0,5.79,9,2.0,12.2,79.0,78.2,79.0,78.6,80.0,0,0,1.4
WIN005231,Bordeaux,France,Bordeaux,cab_sauv,62.92,4.77,8.23,9.0,7.0,5.62,9,1.7,13.0,84.8,83.9,77.1,80.5,84.5,1,0,4.0
WIN005232,Rioja,Spain,Rioja,shiraz,34.84,3.18,3.44,6.0,6.0,9.98,12,2.9,14.6,81.3,84.1,79.6,81.8,85.7,1,0,3.9
WIN005233,Burgundy,France,Borgonha,shiraz,86.77,2.56,6.3,9.0,8.0,9.99,18,5.2,14.5,85.9,85.0,82.1,83.6,88.3,0,0,4.7
WIN005234,Bordeaux,France,Bordeaux,cab_sauv,27.91,4.6,3.2,9.0,7.0,6.92,11,7.8,13.0,80.0,80.9,84.9,82.9,83.4,0,0,0.5
WIN005235,Bordeaux,France,Bordeaux,pinot_noir,41.77,1.97,5.48,9.0,7.0,6.31,12,5.2,15.4,77.3,79.8,80.2,80.0,80.8,1,0,0.8
WIN005236,generic_new_world,,Outras (novo mundo),cab_sauv,8.71,4.8,6.93,3.0,5.0,5.5,13,1.9,15.3,79.4,76.9,87.6,82.2,78.1,0,0,-4.1
WIN005237,Barossa,Australia,Barossa Valley,cab_sauv,16.24,5.26,4.65,6.0,6.0,6.68,1,1.4,14.7,77.5,80.5,85.1,82.8,81.4,0,0,-1.4
WIN005238,Napa,United States,Napa Valley,malbec,20.91,7.29,9.56,8.0,7.0,9.21,6,8.1,13.4,91.0,92.6,93.6,93.1,90.6,0,0,-2.5
WIN005239,generic_new_world,,Outras (novo mundo),shiraz,7.89,2.67,8.51,3.0,5.0,6.57,5,3.3,14.7,72.1,72.5,78.9,75.7,71.7,0,0,-4.0
WIN005240,Napa,United States,Napa Valley,sangiovese,7.7,6.01,5.57,8.0,7.0,7.47,9,0.4,15.0,86.0,86.8,82.3,84.6,78.8,0,1,-5.8
WIN005241,Burgundy,France,Borgonha,tempranillo,45.23,5.04,5.74,9.0,8.0,6.02,29,1.3,14.4,87.9,86.7,86.3,86.5,89.0,0,0,2.5
WIN005242,generic_new_world,,Outras (novo mundo),pinot_noir,5.47,5.01,8.1,3.0,5.0,9.18,4,2.0,13.9,83.2,85.6,86.2,85.9,80.8,0,1,-5.1
WIN005243,Mendoza,Argentina,Mendoza,blend,10.71,8.23,2.47,5.0,6.0,6.45,7,2.4,12.3,80.2,79.5,83.9,81.7,82.3,0,0,0.6
WIN005244,generic_new_world,,Outras (novo mundo),merlot,15.76,8.6,6.84,3.0,5.0,8.41,13,6.1,12.8,89.3,90.0,87.1,88.6,88.7,0,1,0.1
WIN005245,Mendoza,Argentina,Mendoza,merlot,15.25,4.4,5.55,5.0,6.0,3.2,4,4.7,17.0,80.0,75.7,84.9,80.3,79.4,0,0,-0.9
WIN005246,Bordeaux,France,Bordeaux,blend,44.72,6.56,5.22,9.0,7.0,10.0,4,2.9,13.8,86.6,82.3,85.7,84.0,85.1,0,0,1.1
WIN005247,generic_new_world,,Outras (novo mundo),blend,4.73,5.52,3.62,3.0,5.0,8.33,1,7.4,16.0,78.1,79.3,83.5,81.4,74.6,0,0,-6.8
WIN005248,generic_new_world,,Outras (novo mundo),malbec,5.52,4.64,7.19,3.0,5.0,2.97,12,1.9,14.4,81.5,78.9,80.7,79.8,77.0,0,0,-2.8
WIN005249,Napa,United States,Napa Valley,tempranillo,21.18,6.17,1.83,8.0,7.0,8.7,15,6.7,15.0,79.6,80.1,84.3,82.2,82.5,0,0,0.3
WIN005250,Burgundy,France,Borgonha,merlot,33.77,5.14,7.16,9.0,8.0,3.46,6,0.8,14.2,87.5,87.8,82.4,85.1,85.8,0,0,0.7
WIN005251,generic_new_world,,Outras (novo mundo),shiraz,13.19,6.47,7.31,3.0,5.0,5.92,16,0.6,12.7,88.3,88.7,92.2,90.4,89.1,0,1,-1.3
WIN005252,Bordeaux,France,Bordeaux,sangiovese,19.58,8.95,3.86,9.0,7.0,8.62,37,0.8,14.9,89.7,89.2,88.6,88.9,91.9,0,0,3.0
WIN005253,Burgundy,France,Borgonha,blend,33.67,5.04,3.61,9.0,8.0,4.72,18,3.5,12.9,86.5,83.1,82.6,82.8,84.3,0,0,1.5
WIN005254,Mendoza,Argentina,Mendoza,tempranillo,25.1,4.62,3.96,5.0,6.0,7.16,4,1.6,17.0,76.3,75.7,80.5,78.1,77.8,0,0,-0.3
WIN005255,Mendoza,Argentina,Mendoza,malbec,7.63,4.04,5.54,5.0,6.0,10.0,14,5.7,15.6,78.0,77.3,82.2,79.8,74.6,0,0,-5.2
WIN005256,Tuscany,Italy,Toscana,blend,58.16,5.12,1.88,7.0,7.0,8.17,11,1.3,13.6,77.7,78.5,79.6,79.0,80.8,1,0,1.8
WIN005257,Rioja,Spain,Rioja,cab_sauv,24.35,4.25,4.54,6.0,6.0,8.82,7,2.6,14.6,76.9,77.7,79.8,78.8,78.4,0,0,-0.4
WIN005258,Napa,United States,Napa Valley,malbec,30.78,6.49,5.41,8.0,7.0,5.58,6,1.9,14.3,84.2,82.8,80.8,81.8,84.0,0,0,2.2
WIN005259,generic_new_world,,Outras (novo mundo),cab_sauv,12.01,3.52,4.77,3.0,5.0,4.55,16,7.7,14.0,75.2,70.0,87.7,78.8,77.2,0,0,-1.6
WIN005260,Burgundy,France,Borgonha,sangiovese,33.16,6.89,3.56,9.0,8.0,3.67,18,0.6,15.2,85.3,81.1,81.3,81.2,80.9,0,0,-0.3
WIN005261,Napa,United States,Napa Valley,sangiovese,103.25,2.41,7.96,8.0,7.0,10.0,25,0.1,10.6,82.1,82.2,73.0,77.6,80.9,1,0,3.3
WIN005262,generic_new_world,,Outras (novo mundo),malbec,4.83,6.32,5.5,3.0,5.0,5.36,13,0.5,11.5,81.3,80.9,81.8,81.4,74.2,0,0,-7.2
WIN005263,Bordeaux,France,Bordeaux,blend,17.94,4.93,7.63,9.0,7.0,2.21,11,1.3,14.0,86.0,86.9,83.8,85.4,86.0,0,0,0.6
WIN005264,Mendoza,Argentina,Mendoza,cab_sauv,65.75,1.86,5.48,5.0,6.0,9.93,17,3.5,11.5,77.5,75.1,79.2,77.2,80.1,1,0,2.9
WIN005265,Tuscany,Italy,Toscana,cab_sauv,15.67,4.8,3.56,7.0,7.0,8.16,8,2.5,11.8,77.8,80.7,81.9,81.3,79.9,0,0,-1.4
WIN005266,generic_new_world,,Outras (novo mundo),blend,14.75,4.26,3.06,3.0,5.0,3.1,19,0.2,13.4,76.3,74.5,80.3,77.4,72.9,0,0,-4.5
WIN005267,Burgundy,France,Borgonha,merlot,25.68,4.96,2.59,9.0,8.0,6.55,13,1.6,14.1,80.4,82.6,80.3,81.4,80.6,0,0,-0.8
WIN005268,Napa,United States,Napa Valley,merlot,26.41,4.14,2.22,8.0,7.0,8.08,31,1.8,14.6,79.5,79.5,78.6,79.0,80.7,0,0,1.7
WIN005269,Tuscany,Italy,Toscana,merlot,39.78,7.32,5.66,7.0,7.0,5.1,6,1.8,15.5,82.4,80.5,82.8,81.6,80.3,1,0,-1.3
WIN005270,Mendoza,Argentina,Mendoza,sangiovese,19.68,4.72,6.27,5.0,6.0,5.84,5,3.4,14.1,80.8,81.8,81.6,81.7,81.8,0,0,0.1
WIN005271,Tuscany,Italy,Toscana,blend,19.61,5.45,9.14,7.0,7.0,7.16,13,1.1,15.1,88.3,87.5,86.3,86.9,87.1,0,0,0.2
WIN005272,Rioja,Spain,Rioja,shiraz,10.36,1.86,1.06,6.0,6.0,5.96,44,2.2,12.0,72.6,72.6,72.0,72.3,70.0,0,0,-2.3
WIN005273,Rioja,Spain,Rioja,tempranillo,6.08,5.9,7.6,6.0,6.0,6.04,33,0.7,12.2,86.9,85.3,84.6,84.9,80.5,0,1,-4.4
WIN005274,Napa,United States,Napa Valley,tempranillo,14.37,7.2,7.11,8.0,7.0,6.77,8,4.8,15.7,88.5,88.5,88.9,88.7,87.5,0,1,-1.2
WIN005275,generic_new_world,,Outras (novo mundo),blend,6.44,6.74,3.85,3.0,5.0,8.86,20,1.2,12.9,80.8,81.6,84.8,83.2,78.4,0,0,-4.8
WIN005276,Burgundy,France,Borgonha,pinot_noir,62.5,0.78,8.0,9.0,8.0,10.0,5,2.4,13.3,82.5,80.7,82.7,81.7,85.2,1,0,3.5
WIN005277,Barossa,Australia,Barossa Valley,shiraz,17.57,4.59,9.11,6.0,6.0,7.95,5,6.3,13.1,84.1,84.5,85.0,84.8,80.9,0,0,-3.9
WIN005278,Burgundy,France,Borgonha,tempranillo,30.23,6.25,4.32,9.0,8.0,9.97,12,4.1,12.2,88.9,88.1,86.6,87.4,87.9,0,0,0.5
WIN005279,generic_new_world,,Outras (novo mundo),merlot,17.76,2.33,2.96,3.0,5.0,5.26,14,6.2,14.9,73.8,75.6,76.5,76.0,74.3,0,0,-1.7
WIN005280,Bordeaux,France,Bordeaux,shiraz,33.44,5.29,4.4,9.0,7.0,6.37,9,1.2,13.2,86.7,85.0,77.4,81.2,82.8,0,0,1.6
WIN005281,Burgundy,France,Borgonha,pinot_noir,17.47,3.49,4.82,9.0,8.0,9.12,8,1.5,11.8,85.5,87.1,86.0,86.6,85.3,0,0,-1.3
WIN005282,Barossa,Australia,Barossa Valley,blend,34.4,4.75,4.25,6.0,6.0,10.0,7,7.7,14.2,78.1,80.1,81.5,80.8,81.6,1,0,0.8
WIN005283,generic_new_world,,Outras (novo mundo),pinot_noir,12.39,5.63,8.78,3.0,5.0,3.84,4,3.6,11.8,82.2,85.7,84.1,84.9,83.2,0,1,-1.7
WIN005284,Bordeaux,France,Bordeaux,cab_sauv,25.18,5.32,6.0,9.0,7.0,6.55,21,1.9,14.0,89.0,90.1,85.2,87.6,84.7,0,0,-2.9
WIN005285,Burgundy,France,Borgonha,shiraz,46.85,5.91,1.66,9.0,8.0,7.78,11,2.3,14.5,80.7,83.4,80.0,81.7,82.8,1,0,1.1
WIN005286,Barossa,Australia,Barossa Valley,pinot_noir,18.06,5.86,3.02,6.0,6.0,4.72,4,1.3,12.9,80.9,79.9,82.2,81.1,80.2,0,0,-0.9
WIN005287,Bordeaux,France,Bordeaux,tempranillo,82.76,4.87,4.05,9.0,7.0,9.3,10,11.3,13.3,79.1,77.9,81.4,79.6,84.2,1,0,4.6
WIN005288,Barossa,Australia,Barossa Valley,merlot,7.76,5.28,3.67,6.0,6.0,6.7,14,2.8,11.8,79.7,82.5,76.0,79.2,75.0,0,0,-4.2
WIN005289,generic_new_world,,Outras (novo mundo),pinot_noir,34.99,3.52,1.47,3.0,5.0,6.05,13,1.9,13.2,72.8,72.3,76.7,74.5,75.0,1,0,0.5
WIN005290,Mendoza,Argentina,Mendoza,tempranillo,53.53,7.33,3.36,5.0,6.0,6.46,6,0.4,13.5,83.6,88.3,84.3,86.3,88.6,0,0,2.3
WIN005291,Rioja,Spain,Rioja,merlot,38.21,4.84,6.96,6.0,6.0,8.28,7,1.6,13.5,82.0,87.5,77.7,82.6,84.1,0,0,1.5
WIN005292,Mendoza,Argentina,Mendoza,malbec,21.45,6.49,7.52,5.0,6.0,4.76,12,4.6,13.2,90.2,89.0,88.3,88.6,89.1,0,0,0.5
WIN005293,Bordeaux,France,Bordeaux,pinot_noir,17.17,4.55,4.78,9.0,7.0,5.66,9,1.7,15.0,77.7,75.3,76.4,75.8,75.5,0,0,-0.3
WIN005294,Barossa,Australia,Barossa Valley,malbec,14.39,2.93,4.63,6.0,6.0,6.97,6,4.0,14.2,78.2,77.8,78.4,78.1,76.7,0,0,-1.4
WIN005295,Tuscany,Italy,Toscana,cab_sauv,22.69,3.66,8.61,7.0,7.0,10.0,6,0.3,14.2,84.8,84.3,84.4,84.4,82.7,0,0,-1.7
WIN005296,Napa,United States,Napa Valley,merlot,26.44,2.95,3.05,8.0,7.0,5.2,21,5.7,12.1,80.6,80.7,81.1,80.9,82.6,0,0,1.7
WIN005297,Mendoza,Argentina,Mendoza,pinot_noir,19.16,5.22,2.25,5.0,6.0,7.51,4,2.5,14.7,76.8,75.5,74.4,75.0,75.4,0,0,0.4
WIN005298,generic_new_world,,Outras (novo mundo),blend,18.3,6.75,6.03,3.0,5.0,6.61,11,1.2,14.2,83.0,77.8,84.6,81.2,81.3,0,0,0.1
WIN005299,Bordeaux,France,Bordeaux,cab_sauv,76.65,6.35,3.16,9.0,7.0,3.95,3,0.5,12.8,82.4,85.6,79.2,82.4,87.4,0,0,5.0
WIN005300,Barossa,Australia,Barossa Valley,pinot_noir,56.08,7.87,7.54,6.0,6.0,8.64,2,3.5,15.3,89.9,91.7,86.0,88.8,91.8,0,0,3.0
WIN005301,Napa,United States,Napa Valley,sangiovese,83.48,0.78,6.97,8.0,7.0,8.67,12,5.5,14.5,80.3,80.0,77.1,78.6,80.3,1,0,1.7
WIN005302,Bordeaux,France,Bordeaux,malbec,159.6,0.81,4.16,9.0,7.0,10.0,31,3.2,11.9,75.3,74.4,70.8,72.6,76.8,1,0,4.2
WIN005303,Napa,United States,Napa Valley,malbec,29.04,2.36,7.53,8.0,7.0,7.33,2,3.3,12.7,82.0,80.6,86.1,83.4,84.1,0,0,0.7
WIN005304,Tuscany,Italy,Toscana,cab_sauv,7.74,3.73,4.72,7.0,7.0,7.18,8,2.3,11.5,77.4,70.0,77.5,73.8,70.0,0,0,-3.8
WIN005305,Barossa,Australia,Barossa Valley,tempranillo,14.52,5.31,1.39,6.0,6.0,7.17,13,9.8,12.8,75.4,72.1,84.2,78.2,76.9,0,0,-1.3
WIN005306,generic_new_world,,Outras (novo mundo),merlot,26.62,3.87,5.36,3.0,5.0,9.47,12,5.0,15.4,75.9,79.5,77.0,78.2,80.2,0,0,2.0
WIN005307,Barossa,Australia,Barossa Valley,shiraz,34.54,6.52,8.17,6.0,6.0,5.34,1,3.3,14.3,83.9,85.6,75.3,80.4,83.2,1,0,2.8
WIN005308,Bordeaux,France,Bordeaux,tempranillo,33.07,4.99,4.86,9.0,7.0,5.25,4,1.0,12.0,82.8,82.5,79.2,80.8,84.2,0,0,3.4
WIN005309,Napa,United States,Napa Valley,tempranillo,36.57,2.81,4.93,8.0,7.0,8.9,13,5.9,14.4,76.7,78.8,78.7,78.8,78.9,1,0,0.1
WIN005310,Napa,United States,Napa Valley,tempranillo,66.32,9.29,7.06,8.0,7.0,9.75,21,1.2,14.4,92.7,95.7,88.3,92.0,94.4,0,0,2.4
WIN005311,Napa,United States,Napa Valley,cab_sauv,33.52,7.33,5.42,8.0,7.0,7.88,16,2.0,13.9,88.7,88.5,81.4,85.0,85.5,0,0,0.5
WIN005312,Barossa,Australia,Barossa Valley,blend,14.47,5.29,7.73,6.0,6.0,6.53,19,1.0,11.9,86.2,87.9,86.7,87.3,86.3,0,1,-1.0
WIN005313,Bordeaux,France,Bordeaux,shiraz,49.92,4.17,2.04,9.0,7.0,4.68,12,2.1,13.0,81.5,80.4,81.6,81.0,82.6,1,0,1.6
WIN005314,Bordeaux,France,Bordeaux,merlot,19.18,5.06,5.47,9.0,7.0,1.98,6,0.8,10.8,81.8,82.0,84.4,83.2,82.8,0,0,-0.4
WIN005315,Burgundy,France,Borgonha,blend,47.35,5.98,4.16,9.0,8.0,7.79,2,2.0,12.8,86.1,85.0,83.0,84.0,85.0,0,0,1.0
WIN005316,Rioja,Spain,Rioja,cab_sauv,23.74,5.11,5.62,6.0,6.0,2.58,4,2.3,13.5,82.4,81.0,86.8,83.9,84.2,0,0,0.3
WIN005317,generic_new_world,,Outras (novo mundo),cab_sauv,10.18,4.03,8.2,3.0,5.0,6.22,12,4.2,12.1,79.2,80.0,83.5,81.8,78.5,0,0,-3.3
WIN005318,Napa,United States,Napa Valley,shiraz,11.7,3.25,4.66,8.0,7.0,5.37,16,0.6,12.6,79.4,77.9,79.7,78.8,74.9,0,0,-3.9
WIN005319,generic_new_world,,Outras (novo mundo),merlot,67.8,9.1,7.88,3.0,5.0,5.34,4,4.8,13.5,90.3,88.7,85.3,87.0,95.8,0,0,8.8
WIN005320,generic_new_world,,Outras (novo mundo),tempranillo,8.42,4.23,4.51,3.0,5.0,4.99,1,1.5,12.9,77.4,80.8,82.3,81.6,81.0,0,0,-0.6
WIN005321,Barossa,Australia,Barossa Valley,cab_sauv,48.69,3.75,3.69,6.0,6.0,7.86,1,0.7,14.5,76.4,72.7,80.0,76.4,76.1,1,0,-0.3
WIN005322,generic_new_world,,Outras (novo mundo),blend,21.89,5.75,2.77,3.0,5.0,4.22,29,1.1,14.1,80.2,82.8,77.0,79.9,76.8,0,0,-3.1
WIN005323,Tuscany,Italy,Toscana,malbec,93.0,1.65,5.67,7.0,7.0,5.69,5,0.6,13.3,77.2,75.7,79.5,77.6,82.8,1,0,5.2
WIN005324,Burgundy,France,Borgonha,malbec,91.54,7.33,3.39,9.0,8.0,8.14,4,2.8,15.0,83.4,86.7,82.8,84.8,89.9,0,0,5.1
WIN005325,generic_new_world,,Outras (novo mundo),tempranillo,14.43,5.83,7.36,3.0,5.0,6.52,15,5.5,14.8,82.4,82.1,83.4,82.8,80.0,0,0,-2.8
WIN005326,Bordeaux,France,Bordeaux,tempranillo,68.21,7.66,5.78,9.0,7.0,7.47,8,0.7,12.3,85.3,85.2,81.2,83.2,83.8,0,0,0.6
WIN005327,Bordeaux,France,Bordeaux,merlot,109.34,4.74,8.01,9.0,7.0,7.12,17,3.3,14.4,87.6,85.2,84.9,85.1,89.8,0,0,4.7
WIN005328,Burgundy,France,Borgonha,tempranillo,4.0,5.72,6.69,9.0,8.0,1.8,22,0.2,15.5,91.0,86.1,86.6,86.4,78.0,0,1,-8.4
WIN005329,generic_new_world,,Outras (novo mundo),blend,7.67,6.56,4.11,3.0,5.0,7.38,6,0.3,14.4,76.4,76.1,82.8,79.4,74.8,0,0,-4.6
WIN005330,generic_new_world,,Outras (novo mundo),shiraz,13.92,7.96,8.25,3.0,5.0,8.89,8,10.9,11.8,88.3,87.7,89.3,88.5,86.4,0,1,-2.1
WIN005331,Napa,United States,Napa Valley,merlot,19.21,6.88,7.94,8.0,7.0,4.57,1,1.0,13.8,88.8,88.1,88.5,88.3,87.4,0,0,-0.9
WIN005332,Rioja,Spain,Rioja,malbec,4.0,5.91,1.07,6.0,6.0,3.51,16,1.3,13.6,75.7,77.7,80.3,79.0,73.4,0,0,-5.6
WIN005333,Bordeaux,France,Bordeaux,sangiovese,84.19,2.87,3.26,9.0,7.0,10.0,8,2.1,13.7,80.1,79.0,73.7,76.4,79.6,1,0,3.2
WIN005334,Bordeaux,France,Bordeaux,merlot,36.92,5.42,6.93,9.0,7.0,8.96,9,0.6,15.4,87.0,87.6,88.3,87.9,87.1,0,0,-0.8
WIN005335,Napa,United States,Napa Valley,tempranillo,24.0,4.63,3.16,8.0,7.0,6.79,9,4.1,12.1,79.5,79.4,79.6,79.5,78.2,0,0,-1.3
WIN005336,Tuscany,Italy,Toscana,merlot,42.66,6.44,4.63,7.0,7.0,7.56,8,3.3,14.1,80.8,80.5,75.9,78.2,77.0,1,0,-1.2
WIN005337,Napa,United States,Napa Valley,blend,50.03,7.83,3.41,8.0,7.0,4.89,3,1.1,14.9,84.7,85.2,83.5,84.4,87.6,0,0,3.2
WIN005338,Bordeaux,France,Bordeaux,sangiovese,41.56,3.0,4.7,9.0,7.0,8.66,13,0.6,13.2,80.8,77.8,79.8,78.8,78.9,1,0,0.1
WIN005339,Rioja,Spain,Rioja,blend,76.73,3.01,5.19,6.0,6.0,7.05,25,1.5,14.4,78.0,76.3,74.2,75.2,79.2,1,0,4.0
WIN005340,Burgundy,France,Borgonha,sangiovese,56.77,7.71,7.83,9.0,8.0,10.0,8,0.5,11.3,90.8,91.7,86.5,89.1,91.0,0,0,1.9
WIN005341,Bordeaux,France,Bordeaux,cab_sauv,26.88,4.39,4.08,9.0,7.0,7.53,20,2.9,14.8,80.7,81.3,84.7,83.0,84.1,0,0,1.1
WIN005342,generic_new_world,,Outras (novo mundo),blend,15.9,5.37,1.5,3.0,5.0,2.17,20,2.9,12.6,75.7,76.7,80.4,78.6,77.7,0,0,-0.9
WIN005343,Rioja,Spain,Rioja,blend,33.03,6.29,6.42,6.0,6.0,8.62,3,1.8,14.2,86.2,90.7,81.2,86.0,86.7,0,0,0.7
WIN005344,Napa,United States,Napa Valley,cab_sauv,33.05,8.71,5.18,8.0,7.0,3.9,6,2.8,12.3,87.9,86.4,87.8,87.1,87.7,0,0,0.6
WIN005345,Rioja,Spain,Rioja,merlot,24.48,3.77,5.71,6.0,6.0,4.85,37,1.3,12.4,83.2,84.6,77.0,80.8,80.8,0,0,0.0
WIN005346,generic_new_world,,Outras (novo mundo),blend,9.77,7.66,4.8,3.0,5.0,7.18,16,6.6,16.0,83.5,77.3,92.5,84.9,80.1,0,1,-4.8
WIN005347,Bordeaux,France,Bordeaux,tempranillo,18.27,4.95,4.17,9.0,7.0,6.64,8,12.3,11.3,78.7,76.7,86.5,81.6,81.1,0,0,-0.5
WIN005348,generic_new_world,,Outras (novo mundo),tempranillo,16.71,6.13,6.68,3.0,5.0,3.84,19,6.1,15.2,84.1,87.5,80.3,83.9,83.5,0,1,-0.4
WIN005349,generic_new_world,,Outras (novo mundo),blend,12.02,7.59,4.0,3.0,5.0,6.38,10,8.4,11.7,81.5,79.9,83.8,81.8,79.9,0,0,-1.9
WIN005350,Napa,United States,Napa Valley,pinot_noir,17.33,5.52,4.28,8.0,7.0,4.69,3,5.4,14.3,80.5,80.4,84.1,82.2,81.3,0,0,-0.9
WIN005351,generic_new_world,,Outras (novo mundo),shiraz,4.0,6.78,5.09,3.0,5.0,0.91,14,0.0,15.0,84.6,83.6,87.7,85.6,81.8,0,1,-3.8
WIN005352,generic_new_world,,Outras (novo mundo),cab_sauv,43.63,4.84,1.73,3.0,5.0,6.96,7,2.0,11.6,71.9,73.5,71.8,72.6,74.4,1,0,1.8
WIN005353,Barossa,Australia,Barossa Valley,shiraz,4.85,6.92,9.06,6.0,6.0,0.95,11,1.8,11.5,85.9,87.5,83.7,85.6,79.5,0,1,-6.1
WIN005354,generic_new_world,,Outras (novo mundo),cab_sauv,4.73,8.13,5.89,3.0,5.0,3.51,9,2.5,14.3,85.3,91.3,86.7,89.0,83.5,0,1,-5.5
WIN005355,Tuscany,Italy,Toscana,tempranillo,57.89,2.37,5.35,7.0,7.0,5.98,4,1.3,13.0,75.9,74.4,80.9,77.6,83.0,1,0,5.4
WIN005356,Burgundy,France,Borgonha,sangiovese,30.11,4.84,7.17,9.0,8.0,7.12,8,1.5,15.2,86.8,91.7,82.4,87.1,85.9,0,0,-1.2
WIN005357,Bordeaux,France,Bordeaux,cab_sauv,86.26,6.61,4.87,9.0,7.0,10.0,7,1.1,16.3,88.1,86.2,85.8,86.0,92.1,0,0,6.1
WIN005358,Bordeaux,France,Bordeaux,tempranillo,36.8,7.35,7.22,9.0,7.0,8.64,14,1.3,14.1,89.0,88.7,90.8,89.8,92.9,0,0,3.1
WIN005359,Napa,United States,Napa Valley,pinot_noir,22.11,3.91,1.99,8.0,7.0,5.66,10,2.9,14.7,78.5,76.8,88.7,82.8,84.6,0,0,1.8
WIN005360,Rioja,Spain,Rioja,pinot_noir,29.47,4.54,4.87,6.0,6.0,7.69,23,2.2,14.8,78.9,79.0,79.4,79.2,80.6,0,0,1.4
WIN005361,Napa,United States,Napa Valley,blend,26.42,4.88,4.37,8.0,7.0,8.12,12,2.0,11.3,81.9,83.1,78.7,80.9,81.2,0,0,0.3
WIN005362,generic_new_world,,Outras (novo mundo),malbec,9.1,10.0,5.99,3.0,5.0,4.93,7,1.5,14.0,86.6,87.8,90.3,89.0,86.4,0,1,-2.6
WIN005363,generic_new_world,,Outras (novo mundo),cab_sauv,6.55,3.12,2.36,3.0,5.0,4.42,9,2.3,14.9,70.0,71.9,79.4,75.6,71.3,0,0,-4.3
WIN005364,Tuscany,Italy,Toscana,shiraz,28.4,4.28,4.93,7.0,7.0,6.96,6,7.3,13.3,77.3,78.6,80.7,79.6,81.7,0,0,2.1
WIN005365,Mendoza,Argentina,Mendoza,pinot_noir,19.55,6.68,3.84,5.0,6.0,7.35,12,2.3,14.7,83.8,83.1,87.7,85.4,83.5,0,0,-1.9
WIN005366,Bordeaux,France,Bordeaux,blend,49.64,5.89,2.99,9.0,7.0,7.52,10,3.4,11.3,79.2,84.1,79.5,81.8,81.1,1,0,-0.7
WIN005367,Burgundy,France,Borgonha,cab_sauv,29.65,4.47,8.51,9.0,8.0,7.9,8,6.1,13.3,86.0,87.9,90.9,89.4,87.9,0,0,-1.5
WIN005368,generic_new_world,,Outras (novo mundo),sangiovese,7.74,2.49,5.56,3.0,5.0,5.53,13,4.7,13.1,77.7,78.3,80.2,79.2,75.6,0,0,-3.6
WIN005369,Napa,United States,Napa Valley,blend,33.7,7.77,7.02,8.0,7.0,7.66,17,4.1,11.4,95.7,97.5,94.1,95.8,95.3,0,0,-0.5
WIN005370,generic_new_world,,Outras (novo mundo),blend,16.61,2.7,6.99,3.0,5.0,8.13,3,5.3,15.5,76.5,79.0,75.7,77.4,77.1,0,0,-0.3
WIN005371,Bordeaux,France,Bordeaux,pinot_noir,59.89,3.78,3.61,9.0,7.0,9.03,7,0.7,13.1,77.9,78.2,78.7,78.4,81.6,1,0,3.2
WIN005372,Mendoza,Argentina,Mendoza,pinot_noir,12.93,5.76,2.08,5.0,6.0,7.82,9,1.1,12.3,78.8,78.8,80.9,79.8,78.8,0,0,-1.0
